"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","INFRAINVEST","RAIL","EUR","A","2011",185000000,
"GRC","INFRAINVEST","RAIL","EUR","A","2012",177000000,
"GRC","INFRAINVEST","RAIL","EUR","A","2013",96000000,
"GRC","INFRAINVEST","RAIL","EUR","A","2014",180605280.54,"E"
"GRC","INFRAINVEST","RAIL","EUR","A","2015",220250025.66408,"E"
"GRC","INFRAINVEST","RAIL","EUR","A","2016",307757694.60575,"E"
"GRC","INFRAINVEST","RAIL","EUR","A","2017",227091679.18655,"E"
"HUN","INFRAINVEST","RAIL","EUR","A","1995",84991378.126568,
"HUN","INFRAINVEST","RAIL","EUR","A","1996",102938519.74584,
"HUN","INFRAINVEST","RAIL","EUR","A","1997",79737526.505909,
"HUN","INFRAINVEST","RAIL","EUR","A","1998",135276507.87865,
"HUN","INFRAINVEST","RAIL","EUR","A","1999",188116128.39408,
"HUN","INFRAINVEST","RAIL","EUR","A","2000",196793653.13744,
"HUN","INFRAINVEST","RAIL","EUR","A","2001",227570120.04324,
"HUN","INFRAINVEST","RAIL","EUR","A","2002",277905522.82675,
"HUN","INFRAINVEST","RAIL","EUR","A","2003",279364646.10327,
"HUN","INFRAINVEST","RAIL","EUR","A","2004",154510341.26677,
"HUN","INFRAINVEST","RAIL","EUR","A","2005",170675845.7092,
"HUN","INFRAINVEST","RAIL","EUR","A","2006",91408667.998069,
"HUN","INFRAINVEST","RAIL","EUR","A","2007",376435451.86618,
"HUN","INFRAINVEST","RAIL","EUR","A","2008",298159789.46323,
"HUN","INFRAINVEST","RAIL","EUR","A","2009",317614835.73711,
"HUN","INFRAINVEST","RAIL","EUR","A","2010",271989023.69182,"B"
"HUN","INFRAINVEST","RAIL","EUR","A","2011",348777344.16956,
"HUN","INFRAINVEST","RAIL","EUR","A","2012",472418138.54493,
"HUN","INFRAINVEST","RAIL","EUR","A","2013",623201661.74537,
"HUN","INFRAINVEST","RAIL","EUR","A","2014",626656305.15956,
"HUN","INFRAINVEST","RAIL","EUR","A","2015",701286715.76892,
"HUN","INFRAINVEST","RAIL","EUR","A","2016",323165093.43094,
"HUN","INFRAINVEST","RAIL","EUR","A","2017",556053318.67528,
"HUN","INFRAINVEST","RAIL","EUR","A","2018",803129312.31867,
"ISL","INFRAINVEST","RAIL","EUR","A","1995",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","1996",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","1997",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","1998",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","1999",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2000",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2001",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2002",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2003",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2004",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2005",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2006",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2007",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2008",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2009",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2010",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2011",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2012",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2013",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2014",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2015",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2016",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2017",,"M"
"ISL","INFRAINVEST","RAIL","EUR","A","2018",,"M"
"IRL","INFRAINVEST","RAIL","EUR","A","1995",29000000,
"IRL","INFRAINVEST","RAIL","EUR","A","1996",2000000,
"IRL","INFRAINVEST","RAIL","EUR","A","1997",9000000,
"IRL","INFRAINVEST","RAIL","EUR","A","1998",4000000,
"IRL","INFRAINVEST","RAIL","EUR","A","1999",5000000,
"IRL","INFRAINVEST","RAIL","EUR","A","2000",85000000,
"IRL","INFRAINVEST","RAIL","EUR","A","2001",141000000,
"IRL","INFRAINVEST","RAIL","EUR","A","2002",237000000,
"IRL","INFRAINVEST","RAIL","EUR","A","2003",247000000,
"IRL","INFRAINVEST","RAIL","EUR","A","2004",184000000,
"IRL","INFRAINVEST","RAIL","EUR","A","2005",184000000,
"IRL","INFRAINVEST","RAIL","EUR","A","2006",172000000,
"IRL","INFRAINVEST","RAIL","EUR","A","2007",244000000,
"ITA","INFRAINVEST","RAIL","EUR","A","1995",1950000000,
"ITA","INFRAINVEST","RAIL","EUR","A","1996",2013000000,
"ITA","INFRAINVEST","RAIL","EUR","A","1997",2078000000,
"ITA","INFRAINVEST","RAIL","EUR","A","1998",2170000000,
"ITA","INFRAINVEST","RAIL","EUR","A","1999",3681000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2000",4549000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2001",4856000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2002",5525000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2003",7403000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2004",8809000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2005",10175000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2006",8970000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2007",7702000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2008",7109000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2009",5687000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2010",4773000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2011",4466000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2012",4238000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2013",4103000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2014",4742000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2015",2861000000,
"ITA","INFRAINVEST","RAIL","EUR","A","2016",3524000000,"P"
"JPN","INFRAINVEST","RAIL","EUR","A","1995",8456340090.1535,
"JPN","INFRAINVEST","RAIL","EUR","A","1996",7522380693.9342,
"JPN","INFRAINVEST","RAIL","EUR","A","1997",6198278849.0353,
"JPN","INFRAINVEST","RAIL","EUR","A","1998",6186887286.5047,
"JPN","INFRAINVEST","RAIL","EUR","A","1999",8308133793.1715,
"JPN","INFRAINVEST","RAIL","EUR","A","2000",10145572962.221,
"JPN","INFRAINVEST","RAIL","EUR","A","2001",9586956887.2693,
"JPN","INFRAINVEST","RAIL","EUR","A","2002",9085073598.9547,
"JPN","INFRAINVEST","RAIL","EUR","A","2003",7522860700.8994,
"JPN","INFRAINVEST","RAIL","EUR","A","2004",6214676345.7709,
"JPN","INFRAINVEST","RAIL","EUR","A","2005",6050438949.9285,
"JPN","INFRAINVEST","RAIL","EUR","A","2006",6738741815.8659,
"JPN","INFRAINVEST","RAIL","EUR","A","2007",6882796271.1286,
"JPN","INFRAINVEST","RAIL","EUR","A","2008",7369257129.5147,
"JPN","INFRAINVEST","RAIL","EUR","A","2009",9601945140.8457,
"JPN","INFRAINVEST","RAIL","EUR","A","2010",11305885028.835,
"JPN","INFRAINVEST","RAIL","EUR","A","2011",10208813811.71,
"JPN","INFRAINVEST","RAIL","EUR","A","2012",11803122282.229,
"JPN","INFRAINVEST","RAIL","EUR","A","2013",9192030123.1835,
"JPN","INFRAINVEST","RAIL","EUR","A","2014",8644266432.5826,
"JPN","INFRAINVEST","RAIL","EUR","A","2015",8880164753.4196,
"JPN","INFRAINVEST","RAIL","EUR","A","2016",9174734997.4464,
"KOR","INFRAINVEST","RAIL","EUR","A","2001",3106513343.7359,
"KOR","INFRAINVEST","RAIL","EUR","A","2002",3495160858.5767,
"KOR","INFRAINVEST","RAIL","EUR","A","2003",3445008867.8541,
"KOR","INFRAINVEST","RAIL","EUR","A","2004",2982149349.1469,
"KOR","INFRAINVEST","RAIL","EUR","A","2005",3846962516.7989,
"KOR","INFRAINVEST","RAIL","EUR","A","2006",3829491464.4858,
"KOR","INFRAINVEST","RAIL","EUR","A","2007",3458822323.6515,
"KOR","INFRAINVEST","RAIL","EUR","A","2008",4279335166.2377,"B"
"KOR","INFRAINVEST","RAIL","EUR","A","2009",4629191347.0212,
"KOR","INFRAINVEST","RAIL","EUR","A","2010",5258735628.1247,
"KOR","INFRAINVEST","RAIL","EUR","A","2011",4937808554.9542,
"KOR","INFRAINVEST","RAIL","EUR","A","2012",5964478145.7848,
"KOR","INFRAINVEST","RAIL","EUR","A","2013",5838435820.7485,
"KOR","INFRAINVEST","RAIL","EUR","A","2014",6175554276.5231,
"KOR","INFRAINVEST","RAIL","EUR","A","2015",8589265412.7468,
"LUX","INFRAINVEST","RAIL","EUR","A","1995",23231763.093116,
"LUX","INFRAINVEST","RAIL","EUR","A","1996",167914273.46126,
"LUX","INFRAINVEST","RAIL","EUR","A","1997",28696427.110627,
"LUX","INFRAINVEST","RAIL","EUR","A","1998",35507475.22924,
"LUX","INFRAINVEST","RAIL","EUR","A","1999",29761823.901398,
"LUX","INFRAINVEST","RAIL","EUR","A","2000",39218601,
"LUX","INFRAINVEST","RAIL","EUR","A","2001",72480850,
"LUX","INFRAINVEST","RAIL","EUR","A","2002",68805000,
"LUX","INFRAINVEST","RAIL","EUR","A","2003",88265000,
"LUX","INFRAINVEST","RAIL","EUR","A","2004",106899000,
"LUX","INFRAINVEST","RAIL","EUR","A","2005",126527000,
"LUX","INFRAINVEST","RAIL","EUR","A","2006",103884868,
"LUX","INFRAINVEST","RAIL","EUR","A","2007",138483654,
"LUX","INFRAINVEST","RAIL","EUR","A","2008",149743176,
"LUX","INFRAINVEST","RAIL","EUR","A","2009",172348101,
"LUX","INFRAINVEST","RAIL","EUR","A","2010",156537840,
"LUX","INFRAINVEST","RAIL","EUR","A","2011",150428284,
"LUX","INFRAINVEST","RAIL","EUR","A","2012",124933429,
"LUX","INFRAINVEST","RAIL","EUR","A","2013",145888748,
"LUX","INFRAINVEST","RAIL","EUR","A","2014",191503382,
"LUX","INFRAINVEST","RAIL","EUR","A","2015",277740939,
"LUX","INFRAINVEST","RAIL","EUR","A","2016",317180624,
"LUX","INFRAINVEST","RAIL","EUR","A","2017",289998924,
"LUX","INFRAINVEST","RAIL","EUR","A","2018",263917942,
"MEX","INFRAINVEST","RAIL","EUR","A","1995",168495751.20208,
"MEX","INFRAINVEST","RAIL","EUR","A","1996",157465769.33639,
"MEX","INFRAINVEST","RAIL","EUR","A","1997",233898578.94634,
"MEX","INFRAINVEST","RAIL","EUR","A","1998",282250219.32134,
"MEX","INFRAINVEST","RAIL","EUR","A","1999",381299853.5569,
"MEX","INFRAINVEST","RAIL","EUR","A","2000",430111031.30366,
"MEX","INFRAINVEST","RAIL","EUR","A","2001",364666744.67579,
"MEX","INFRAINVEST","RAIL","EUR","A","2002",338232428.97366,
"MEX","INFRAINVEST","RAIL","EUR","A","2003",201333460.88281,
"MEX","INFRAINVEST","RAIL","EUR","A","2004",191909478.63094,
"MEX","INFRAINVEST","RAIL","EUR","A","2005",222531383.82847,
"MEX","INFRAINVEST","RAIL","EUR","A","2006",370599622.88016,
"MEX","INFRAINVEST","RAIL","EUR","A","2007",562760683.72983,
"MEX","INFRAINVEST","RAIL","EUR","A","2008",498957192.37359,
"MEX","INFRAINVEST","RAIL","EUR","A","2009",437575104.18709,
"MEX","INFRAINVEST","RAIL","EUR","A","2010",434765176.31323,
"MEX","INFRAINVEST","RAIL","EUR","A","2011",649906184.15807,
"MEX","INFRAINVEST","RAIL","EUR","A","2012",590730097.00547,
"MEX","INFRAINVEST","RAIL","EUR","A","2013",699289810.60378,
"MEX","INFRAINVEST","RAIL","EUR","A","2014",997829712.86164,
